>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file
>         279.08108502        41.2707603406        84.3907666259        84.9653781351            637.1.pdb           637.1.rmf3
>        279.119380165        39.7063018512         96.027907705        75.8854876912            644.1.pdb           644.1.rmf3
>        279.171083215        43.6331833699        90.7957815668         70.359171384            650.1.pdb           650.1.rmf3
>        279.171163828         40.498199186        88.6410592219        77.7520345428            651.1.pdb           651.1.rmf3
>        279.225311494        38.6867873367        92.3138888756        81.4361108664            656.1.pdb           656.1.rmf3
>        279.249846556        38.1530115058        85.2383614401        89.1443625883            660.1.pdb           660.1.rmf3
>        279.376350357        36.6786534402        103.813033975        72.2164391766            685.1.pdb           685.1.rmf3
>        279.408554923        36.0827506316         101.18739752        71.7923858332              1.2.pdb             1.2.rmf3
>        279.423792036        53.8668398595        83.8564489631        81.1996252575              2.2.pdb             2.2.rmf3
>        279.476076442        43.7101856071        92.2416556626         74.933323081             12.2.pdb            12.2.rmf3
>        279.476757428        41.6539859829        87.1688619356        84.5239900648             13.2.pdb            13.2.rmf3
>        279.536633897        43.1271335646        91.0074447763        77.0323413103             22.2.pdb            22.2.rmf3
>        279.565030118        47.2027402507        90.0936591346        78.6403224497             30.2.pdb            30.2.rmf3
>         279.56560107        41.9375829713        89.2530568494        79.0446682104             31.2.pdb            31.2.rmf3
>        279.577896702        35.4564091955         101.42072624        75.3853850465             36.2.pdb            36.2.rmf3
>        279.611005082        42.7510287007         83.866159857        83.4115266006             39.2.pdb            39.2.rmf3
>        279.631819659         43.279631074        88.8295161838         81.563302294             41.2.pdb            41.2.rmf3
>        279.711668067         44.028040976        84.2773673483        83.8103748973             51.2.pdb            51.2.rmf3
>        279.739044524         51.267911964        88.6504886585         70.500863943             56.2.pdb            56.2.rmf3
>        279.774424974        49.6642440832        88.2478148187        76.8182513405             61.2.pdb            61.2.rmf3
>        279.799751818        37.7510101564        98.6627601275        74.5493231583             62.2.pdb            62.2.rmf3
>        279.809132434        40.3431980538        92.1116737528         81.455839072             64.2.pdb            64.2.rmf3
>        279.816655102        49.8731504173        88.1247909649        75.8433838199             65.2.pdb            65.2.rmf3
>        279.821880265        41.5641877724        87.8571762169        79.0069765148             66.2.pdb            66.2.rmf3
>        279.835233522        34.1431587017        91.6135526852         86.662849355             68.2.pdb            68.2.rmf3
>        279.855965138         43.064153262        95.0682286818        73.1599385059             74.2.pdb            74.2.rmf3
>         279.89715699        51.8885029201        82.4544644282        75.6837265456             82.2.pdb            82.2.rmf3
>        279.950786541        37.9967376324        100.251689817        75.4268266298             87.2.pdb            87.2.rmf3
>        279.960768542          40.75856244        98.5402950576        76.1012201189             88.2.pdb            88.2.rmf3
>        279.965823775        30.8458180573        93.8426003175         88.423928578             90.2.pdb            90.2.rmf3
>        279.981891639        36.4904883559        90.5230425251        84.2730595418             92.2.pdb            92.2.rmf3
>        280.031820405        55.1811488206        87.7690342945        76.2749840737             95.2.pdb            95.2.rmf3
>        280.089813814        38.5555910967         87.145844957        90.0588529964            103.2.pdb           103.2.rmf3
>        280.150408231        55.8520010099        92.6865037085        67.3869136602            113.2.pdb           113.2.rmf3
>        280.168805698        41.9289230455        100.998653201        72.0911643912            117.2.pdb           117.2.rmf3
>        280.193031112        43.8610133556        90.7400750083        73.7314662448            122.2.pdb           122.2.rmf3
>        280.243193705         40.236019695        90.4346025702        83.0485712848            130.2.pdb           130.2.rmf3
>        280.247792647        43.4115522407        86.3703457394        74.5601737849            131.2.pdb           131.2.rmf3
>        280.322714537        41.4882341893        94.9733094934        78.8555005107            141.2.pdb           141.2.rmf3
>        280.335392354        39.1447641951        84.3584840661        81.8051091012            142.2.pdb           142.2.rmf3
>        280.409153849        36.6594517055        97.8135422499        79.6610836968            154.2.pdb           154.2.rmf3
>        280.446318274        44.2666929524        87.0992414143        83.0395241907            159.2.pdb           159.2.rmf3
>         280.46008657        52.4832752681        77.1420142007        81.8628796407            161.2.pdb           161.2.rmf3
>        280.486180133        41.2791815422        88.1090814352        74.8379591699            167.2.pdb           167.2.rmf3
>        280.490240912        46.9765934057        89.6669063874        81.2566487642            170.2.pdb           170.2.rmf3
>        280.514164604        37.8472024522        96.6965316574        72.9655204859            172.2.pdb           172.2.rmf3
>        280.570344358        42.2597013292        94.5137219345        75.4312939584            180.2.pdb           180.2.rmf3
>        280.575632849        38.6102497659        102.256414664        77.3274805877            183.2.pdb           183.2.rmf3
>        280.623192316        43.9228219371        95.7795093759        71.5952240446            191.2.pdb           191.2.rmf3
>        280.624089799        55.8610507283        80.6140793148        77.3550864569            194.2.pdb           194.2.rmf3
>        280.652391013        30.7538530427        99.9854023462          76.96899435            197.2.pdb           197.2.rmf3
>        280.653459374        44.8012250804         85.413522144        77.0501164973            198.2.pdb           198.2.rmf3
>        280.660613714        40.1154925082        94.8499145288        79.6334859641            199.2.pdb           199.2.rmf3
>        280.734531861        37.9596659693         91.728985807        82.0558495343            217.2.pdb           217.2.rmf3
>        280.756568632        46.4384843122        84.7287418634         83.299265894            225.2.pdb           225.2.rmf3
>        280.802732432        44.9819867595        100.614242266        70.7177059841            230.2.pdb           230.2.rmf3
>        280.820300551        48.3228205196        86.3634004173        78.6539323851            234.2.pdb           234.2.rmf3
>        280.885919341        37.7660987561        89.2789778001        83.7799519744            247.2.pdb           247.2.rmf3
>        280.929676093        43.0773173867        94.4315774679        76.8541407867            250.2.pdb           250.2.rmf3
>         280.94820032          52.53450731        86.7487979167        70.8049860707            252.2.pdb           252.2.rmf3
>        280.964875728        43.7129909882         84.213193784        80.5156637906            254.2.pdb           254.2.rmf3
>        280.996857568        38.6439072139        85.9013317379        86.1176210719            259.2.pdb           259.2.rmf3
>        281.000098295        45.7767244005        84.7413949518        81.0681480643            260.2.pdb           260.2.rmf3
>         281.02152542        48.6190201139        82.1965203064         78.842873127            266.2.pdb           266.2.rmf3
>        281.030718932        32.1839432226        100.103624339        80.9407903198            268.2.pdb           268.2.rmf3
>        281.061684107        39.5217878098        90.4220213022         81.086346634            273.2.pdb           273.2.rmf3
>        281.081059442        53.3646145553        90.8980854722        74.5906759832            278.2.pdb           278.2.rmf3
>        281.098157092        54.1281635312        87.2395893298        67.2824621833            280.2.pdb           280.2.rmf3
>        281.106548111        36.8170947281        101.422762684        79.1607355149            282.2.pdb           282.2.rmf3
>        281.117232498        36.8921674106        88.0024888033        87.0102536261            285.2.pdb           285.2.rmf3
>        281.182713408        29.8094111456        98.8536390737        81.0692018118            295.2.pdb           295.2.rmf3
>        281.191787654        56.1331825311        83.3434382558        71.5038645332            298.2.pdb           298.2.rmf3
>        281.200110164        40.6833471625        95.8655238932        80.3292685032            302.2.pdb           302.2.rmf3
>        281.220408471        41.8770773992        91.4506524008        81.8896146058            309.2.pdb           309.2.rmf3
>        281.235609823        43.3513924933        96.8502186429         71.219620203            312.2.pdb           312.2.rmf3
>        281.320474033        56.8636314837        87.8167915764        67.9754648093            322.2.pdb           322.2.rmf3
>        281.424426886        58.0079658089        75.8290730707        78.4924532825            340.2.pdb           340.2.rmf3
>        281.463759471        36.7031184848        95.1962144278        78.0720788609            343.2.pdb           343.2.rmf3
>        281.566480627        36.5598711425        90.3692335829        82.7892442789            366.2.pdb           366.2.rmf3
>        281.592478507        47.4750374331        87.6921654464        78.9692680057            371.2.pdb           371.2.rmf3
>        281.602947448        38.2181346423        92.1332986726        80.6156033926            378.2.pdb           378.2.rmf3
>        281.608498467        42.1463835503        88.7256405079        79.1354013589            379.2.pdb           379.2.rmf3
>        281.640282247        42.8110203529        91.2669253717        78.9841700106            386.2.pdb           386.2.rmf3
>        281.697398902        54.8030171495        89.1506050722        70.9886022413            393.2.pdb           393.2.rmf3
>        281.720963861        43.3026830508        90.9336679982        77.0998152505            401.2.pdb           401.2.rmf3
>        281.761024756         37.447593289        94.4318820973        74.7698048617            409.2.pdb           409.2.rmf3
>        281.761307362        55.7901751876        85.4990249591        75.8855014444            410.2.pdb           410.2.rmf3
>        281.783050451        39.1680310802        95.1569160812        77.6554920641            411.2.pdb           411.2.rmf3
>        281.831646685        47.8555739473        89.2177252546         80.117386926            424.2.pdb           424.2.rmf3
>        281.868024511        45.9305329802        104.973740307        69.2310088473            430.2.pdb           430.2.rmf3
>        281.911421939        42.2813861346        94.6863293809        83.2404634993            437.2.pdb           437.2.rmf3
>         281.93272417          31.91258613        97.6792413449        81.9906501933            442.2.pdb           442.2.rmf3
>        281.971371581        51.0293074282        86.9344604942        83.1224020097            449.2.pdb           449.2.rmf3
>        281.973303797         46.945510982        94.1432717678         74.792207732            451.2.pdb           451.2.rmf3
>         281.98603735        34.5498615774        89.3391134927        86.3344705405            454.2.pdb           454.2.rmf3
>        282.020893243        33.0178218413        98.0358576843         83.662767176            463.2.pdb           463.2.rmf3
>         282.05070475        37.7847668547        93.5128055966        83.7399590598            469.2.pdb           469.2.rmf3
>        282.094297653        36.6976682886        90.6470023747        84.6460266487            475.2.pdb           475.2.rmf3
>        282.096760084        37.3313224542        91.7627815139        79.6531200715            476.2.pdb           476.2.rmf3
>        282.102041843        45.2966710641        76.8921129268        86.1331552903            477.2.pdb           477.2.rmf3
>        282.123567883        40.7817296322         86.034985932        83.6318300589            479.2.pdb           479.2.rmf3
>        282.149532472        40.6565224846         97.336356199        78.7687995486            482.2.pdb           482.2.rmf3
>        282.160760634        44.3146546741        83.2962116518        83.3917964063            484.2.pdb           484.2.rmf3
>        282.186204865        38.9726327449        90.6073163058        76.3489381154            488.2.pdb           488.2.rmf3
>        282.205606082        35.9596378711         84.479888993        88.4432557042            494.2.pdb           494.2.rmf3
>        282.248520336        35.0067955475        99.7361524631        77.1966579888            501.2.pdb           501.2.rmf3
>        282.311867907        37.3894421327        99.2844010836        76.3831481936            509.2.pdb           509.2.rmf3
>        282.314814949        44.8504812133         98.297957706        71.3107466082            511.2.pdb           511.2.rmf3
>        282.318899725        35.8042493435        92.0334550938        82.5578834685            512.2.pdb           512.2.rmf3
>        282.335743749        47.7199600312        89.4014208006        78.7337776754            515.2.pdb           515.2.rmf3
>        282.350730076        38.7511209505        95.6435974752        80.4088274293            516.2.pdb           516.2.rmf3
>        282.356045604        42.5823054157        100.022487119        69.1652980388            518.2.pdb           518.2.rmf3
>        282.362462727        42.8652159749         100.77823036           73.1199589            520.2.pdb           520.2.rmf3
>        282.373246959        41.2556564253        95.4298790715        75.6705845882            522.2.pdb           522.2.rmf3
>        282.376455368        34.5538788953         98.255480675        75.8709875844            523.2.pdb           523.2.rmf3
>        282.424044482        38.1445743796        87.9414903175        84.0073362949            531.2.pdb           531.2.rmf3
>        282.444158198        41.1296817038        95.4857801338         78.351810693            536.2.pdb           536.2.rmf3
>        282.496026326        57.8593877443        84.7032584703        71.8864683577            546.2.pdb           546.2.rmf3
>        282.497253818        55.7005480598        85.2837894921         69.140558903            547.2.pdb           547.2.rmf3
>        282.507613536        38.1866323181        97.8541727963        79.7653151298            548.2.pdb           548.2.rmf3
>         282.53003858        35.5296281062        95.8213862718        82.0508002179            554.2.pdb           554.2.rmf3
>        282.532552808        43.0796841016        85.0871917218        80.7067970083            556.2.pdb           556.2.rmf3
>        282.587094972        40.8075601559        100.709959867        70.4834068003            567.2.pdb           567.2.rmf3
>        282.661639502        39.5799573371        86.1252458467        79.8856153078            584.2.pdb           584.2.rmf3
>        282.663204821        43.5959090475        100.351401422        71.3150052724            585.2.pdb           585.2.rmf3
>        282.670368089        38.0589356302        92.7671343727        82.7375084815            589.2.pdb           589.2.rmf3
>        282.703352583        33.1803861795        94.8838850765        83.2474149044            596.2.pdb           596.2.rmf3
>        282.733419848        50.2419395206        83.3803447429        79.8078182174            601.2.pdb           601.2.rmf3
>        282.739625861        45.9104559735        98.3896798998        68.5781985675            603.2.pdb           603.2.rmf3
>        282.741443759        44.7015425319        92.4308205471        79.7502250814            604.2.pdb           604.2.rmf3
>        282.761540402        56.0664341562        85.1054278846        69.2068970171            607.2.pdb           607.2.rmf3
>        282.839774013        42.8514872403        89.8311719641        79.5148826725            617.2.pdb           617.2.rmf3
>        282.847688637        45.1615164085        81.5569437056        84.6658727419            619.2.pdb           619.2.rmf3
>        282.902679551        50.0635120931        82.7502529185        79.9278433687            631.2.pdb           631.2.rmf3
>        282.950022958        46.1430754289         82.714407404        80.5076447998            638.2.pdb           638.2.rmf3
>        282.991098889        37.3567139326        91.7840144292        75.6644860548            646.2.pdb           646.2.rmf3
>        283.001222265        37.5869111584        89.8216777212         76.909165327            649.2.pdb           649.2.rmf3
>         283.04784037        46.5970333638        97.2616077045        67.2360514868            658.2.pdb           658.2.rmf3
>        283.053959469        49.8345090437        92.0131100675        73.4480249343            659.2.pdb           659.2.rmf3
>        283.055676697        59.7087850384        88.2669974751          69.19696864            660.2.pdb           660.2.rmf3
>        283.059438619        38.7826265925        98.7573473077        76.4007666994            661.2.pdb           661.2.rmf3
>        283.162897844        38.2668346173        96.3809916258        75.7149808285            680.2.pdb           680.2.rmf3
>        283.211462095        47.0157886413        96.1667732376        74.1114278471              4.3.pdb             4.3.rmf3
>        283.229893798        45.1277789278         83.240591434        86.9060687785              6.3.pdb             6.3.rmf3
>        283.235767044         36.783943058        105.111195724        78.5804156183              7.3.pdb             7.3.rmf3
>        283.265611334         53.713649659        87.4369957668        76.0552508974             16.3.pdb            16.3.rmf3
>        283.291888983        39.9684018982        94.6427369123        83.7464023089             20.3.pdb            20.3.rmf3
>        283.303379824        42.8067305038        91.4973628279        82.1236307738             22.3.pdb            22.3.rmf3
>        283.304025069        41.4061730683        94.0915031546        73.1728740557             24.3.pdb            24.3.rmf3
>        283.330097936        52.2104280908         87.724429726        79.1867636909             31.3.pdb            31.3.rmf3
>        283.383888135        49.3812603241        88.4180156599        77.0390504935             38.3.pdb            38.3.rmf3
>        283.415607601        34.7620609594        95.2596652726        83.4998607203             46.3.pdb            46.3.rmf3
>        283.421101834        37.6162788556        96.4102500887        83.1815855275             50.3.pdb            50.3.rmf3
>         283.47753857        57.6637930067        85.7115516308        67.9400739439             61.3.pdb            61.3.rmf3
>        283.491344342        52.5295513706        83.8254741657        80.6083251847             64.3.pdb            64.3.rmf3
>        283.500551328        50.8272726626        84.6400289391        79.8997261866             67.3.pdb            67.3.rmf3
>        283.505305469        52.8343727504        91.6920666844        71.5965761497             70.3.pdb            70.3.rmf3
>        283.514975052        36.5072446601        87.4832356056        79.2246892512             73.3.pdb            73.3.rmf3
>        283.525924017        30.4227639564        104.132745838        84.3472075597             75.3.pdb            75.3.rmf3
>        283.529322911        39.6822435002        87.2051956355        86.2248503785             76.3.pdb            76.3.rmf3
>        283.537629941        43.4987255625        98.6702151059        73.7043603568             78.3.pdb            78.3.rmf3
>        283.586982378        31.5912668064        97.3704628225        81.8748496996             92.3.pdb            92.3.rmf3
>        283.608278747        44.5144303512        81.4112866695        73.1288758889             97.3.pdb            97.3.rmf3
>        283.613250178        37.1850589013        92.0946289134        86.8822381886             98.3.pdb            98.3.rmf3
>        283.681535248        46.0335594814        96.1238311926        77.8810485901            114.3.pdb           114.3.rmf3
>        283.704706894        36.7350038884        85.5520258536        86.1822062904            118.3.pdb           118.3.rmf3
>        283.724432297        30.7181557345         96.344996188        78.4412841541            122.3.pdb           122.3.rmf3
>        283.758374957        36.3833133901        97.3987965896        79.2879328018            130.3.pdb           130.3.rmf3
>        283.759755719        47.1669024482        89.6670501482        84.8527270572            131.3.pdb           131.3.rmf3
>        283.762087544        44.8731548475        86.8734225868        84.7216692978            132.3.pdb           132.3.rmf3
>         283.76443471        34.7251002276        95.5142892195        81.2834966739            133.3.pdb           133.3.rmf3
>         283.77267009        45.3514337297        92.9071470509        75.2775405394            136.3.pdb           136.3.rmf3
>        283.782658843        39.7094494807        86.9292281933        90.5354711757            139.3.pdb           139.3.rmf3
>        283.785685324        36.3800645598        104.822855963        76.4289118007            141.3.pdb           141.3.rmf3
>        283.799343118        41.7155094106        88.0266357643        83.6719505488            144.3.pdb           144.3.rmf3
>        283.810764369         55.635520925         83.214070996        71.9482334592            147.3.pdb           147.3.rmf3
>        283.818777368        33.8513724183        96.5319996146        73.7937056592            151.3.pdb           151.3.rmf3
>        283.845643783        54.1723628627        80.8532773461        79.8141210406            156.3.pdb           156.3.rmf3
>        283.849601014        33.4070130329        98.1246360888        83.5521242132            157.3.pdb           157.3.rmf3
>         283.90478279        37.4017287424        94.5178762113        84.2184207476            162.3.pdb           162.3.rmf3
>        283.913786251        38.7816379992        86.1998860394        86.3792505584            165.3.pdb           165.3.rmf3
>        283.922416988        40.7198034003        84.2111735069        90.6438307004            168.3.pdb           168.3.rmf3
>        283.973385283         43.723976695        82.2693231896        82.9077456271            174.3.pdb           174.3.rmf3
>        284.007944189        49.7659127981        92.2444137079        76.7980656199            179.3.pdb           179.3.rmf3
>        284.042634068        49.6101420251        88.4390052782        77.2512765985            181.3.pdb           181.3.rmf3
>        284.100004688        42.6069386072        86.1704299663        78.4082556119            193.3.pdb           193.3.rmf3
>        284.120994207        41.2026473603        88.1114045841        84.4899165378            197.3.pdb           197.3.rmf3
>        284.128221193        43.0516901632        95.0825901987        81.0480636439            200.3.pdb           200.3.rmf3
>        284.146960404        53.9671190978        82.3859689252        76.7916323826            206.3.pdb           206.3.rmf3
>        284.175376277        40.0896025965         101.83195454        72.8936235902            212.3.pdb           212.3.rmf3
>         284.18783861        44.5912140174        85.7411560907        83.0445808104            213.3.pdb           213.3.rmf3
>        284.209373483        41.8822701283        99.4928623271        72.7872510109            221.3.pdb           221.3.rmf3
>        284.215091273        40.6060133834        93.2974488868        81.9209490442            222.3.pdb           222.3.rmf3
>        284.216247594        38.5664692715        91.2547796878        85.2229804742            223.3.pdb           223.3.rmf3
>        284.310573493        47.3271184609        91.3561036868        78.3686971551            236.3.pdb           236.3.rmf3
>        284.323002878        43.4946313238        86.3080058467        86.0654359926            239.3.pdb           239.3.rmf3
>        284.359158172        52.3628572495        90.5475763836          76.28211569            245.3.pdb           245.3.rmf3
>        284.393186739         60.000376913        81.8458247206        74.8892962589            255.3.pdb           255.3.rmf3
>        284.477924962        63.8879807303        78.7228030484        70.7070763274            263.3.pdb           263.3.rmf3
>        284.489036993        43.0296832751        88.4229116338        81.9675953887            267.3.pdb           267.3.rmf3
>        284.532040879         44.661148791        96.4993684537        74.2021935854            272.3.pdb           272.3.rmf3
>        284.596608663        30.8397740746         104.25634468        81.7677716931            286.3.pdb           286.3.rmf3
>        284.706405935        45.3686573944        93.2455939721        76.6857180502            306.3.pdb           306.3.rmf3
>        284.727783502        56.8594416995        89.2046302151        70.4949055184            309.3.pdb           309.3.rmf3
>        284.739361951        53.0036414276        81.3799681526        80.8008107408            312.3.pdb           312.3.rmf3
>        284.741796097        44.7729146265        81.6383405159        88.5106429279            313.3.pdb           313.3.rmf3
>        284.749744778        40.0685151595        96.9279393218        76.0012157608            316.3.pdb           316.3.rmf3
>        284.778313436         45.991781392        92.7584027749        76.7330286542            324.3.pdb           324.3.rmf3
>        284.790709462        54.6446624293        85.7309341985        76.6938549834            325.3.pdb           325.3.rmf3
>        284.900265674        64.6664577302        82.4053476992        73.6960733467            347.3.pdb           347.3.rmf3
>        284.907862276        40.3599038615        99.7031176895        77.0848777437            349.3.pdb           349.3.rmf3
>        284.942770648        40.3140772681         85.526941803        87.5562187749            357.3.pdb           357.3.rmf3
>        284.951511195        37.6609544589        95.8521775301        82.5944701103            359.3.pdb           359.3.rmf3
>        284.957273583        52.1798331422        97.6023447818        72.6496553436            361.3.pdb           361.3.rmf3
>        285.002578328         39.927406108        88.1211934848        86.4507422186            373.3.pdb           373.3.rmf3
>        285.079474927        38.8870383246        96.2908770905        81.1544866996            391.3.pdb           391.3.rmf3
>        285.086400819        40.9010118584        100.310389163        76.2601321582            394.3.pdb           394.3.rmf3
>        285.088110468        40.2818020149         104.79707877        72.5475553172            395.3.pdb           395.3.rmf3
>        285.206074088        45.5080403906        89.9194267028        78.4505489099            419.3.pdb           419.3.rmf3
>        285.253849034         50.676584882        96.2426062059         70.188259508            431.3.pdb           431.3.rmf3
>        285.259869588        39.4356809767        88.5829847579        79.7771183437            433.3.pdb           433.3.rmf3
>        285.271577374        50.9290658202        83.7501209675        79.8169970974            441.3.pdb           441.3.rmf3
>        285.288746202        41.6076092658        86.5337823182        80.9052845657            446.3.pdb           446.3.rmf3
>        285.333167827        41.8269782777        89.1761895304        82.3683462623            456.3.pdb           456.3.rmf3
>        285.361244275        44.0858675922         83.225715919        83.0407651628            462.3.pdb           462.3.rmf3
>        285.361812377        46.0391246045        94.5093806521        73.7030646212            463.3.pdb           463.3.rmf3
>        285.390983518        45.7741846715        100.008897533          68.84986492            467.3.pdb           467.3.rmf3
>        285.398065778        42.4217875474        99.6768845004        71.6057101922            472.3.pdb           472.3.rmf3
>        285.435917873        64.2589439959        78.0154973221        72.5703454333            482.3.pdb           482.3.rmf3
>        285.457186557        52.8952805377        86.6862782558        80.2746032198            486.3.pdb           486.3.rmf3
>        285.523905364          39.89656571        92.9848893009        84.6693228542            499.3.pdb           499.3.rmf3
>        285.527418586        41.6749191931        87.4994504715        86.5629745692            500.3.pdb           500.3.rmf3
>        285.543496179         43.460565577        94.4546537358        79.9823173816            505.3.pdb           505.3.rmf3
>        285.607688864        53.8363204833        89.7733210345        75.1793229205            519.3.pdb           519.3.rmf3
>        285.615306208        44.6111092652        95.4710974793        79.1581995876            521.3.pdb           521.3.rmf3
>        285.631938096        38.0368005772        98.5668055193        76.8152054133            523.3.pdb           523.3.rmf3
>        285.644179007        39.0741815409        87.8730503683        82.9540435708            525.3.pdb           525.3.rmf3
>        285.648479389        55.2120621989        84.0534652533         80.091895382            527.3.pdb           527.3.rmf3
>        285.653134408        56.8292111377        89.7400181182        70.6124882937            529.3.pdb           529.3.rmf3
>        285.653832065        55.7912064368        88.6833213522        76.4352655928            530.3.pdb           530.3.rmf3
>        285.715344856        41.6869448881        98.4282675206        76.9610160596            540.3.pdb           540.3.rmf3
>        285.715798843        38.6435482143        95.3261260273        85.2075743286            541.3.pdb           541.3.rmf3
>        285.716600141        45.0469617241        96.6557472435        69.4011433836            542.3.pdb           542.3.rmf3
>        285.758796848        38.8944317256        90.8090671963        88.7915233895            551.3.pdb           551.3.rmf3
>        285.780549119        40.6435356925        90.1490056081        80.9546372142            554.3.pdb           554.3.rmf3
>        285.781636273        45.6639959337        87.8009125032        86.5309748482            555.3.pdb           555.3.rmf3
>        285.832913116        40.3300174692        92.3445455022        86.7287343737            565.3.pdb           565.3.rmf3
>        285.872820607        53.0512161183        86.8841327388        75.2948157444            575.3.pdb           575.3.rmf3
>        285.907489933         46.304915144        90.0968225543         80.278953936            580.3.pdb           580.3.rmf3
>        285.997925722          38.14100363        103.663824058        73.1114335592            597.3.pdb           597.3.rmf3
>        286.005037783        47.4513201329        97.2457226537        70.8928374729            601.3.pdb           601.3.rmf3
>        286.058495633        40.2329301402        98.2495555752        79.5936730902            613.3.pdb           613.3.rmf3
>        286.059235208         37.971691533        91.9113276132        89.9317235902            614.3.pdb           614.3.rmf3
>        286.062076494        35.6696716854         98.819077793        80.2714044467            617.3.pdb           617.3.rmf3
>        286.121129653        55.5411116229         79.013954413        83.1968751897            625.3.pdb           625.3.rmf3
>        286.124291093        34.5906870732        95.7154026983        80.0939450201            628.3.pdb           628.3.rmf3
>        286.151341371         53.333169395        98.4832931054        71.5021301163            636.3.pdb           636.3.rmf3
>        286.191906522        47.3636638528         99.684084897        72.8440457896            647.3.pdb           647.3.rmf3
>        286.196072732        32.6661498743        102.461079572        78.5614611177            650.3.pdb           650.3.rmf3
>        286.214762313        43.6559237528        101.601283824        73.9485976844            655.3.pdb           655.3.rmf3
>        286.225038959        46.5245696186        95.1798892957        80.2953061156            658.3.pdb           658.3.rmf3
>        286.246277913        47.1024590937        81.9818271258        88.1890870354            667.3.pdb           667.3.rmf3
>        286.278781482        40.0373293856         88.178364722        85.6802831214            678.3.pdb           678.3.rmf3
>        286.280772337        41.3962389662        86.8077970612        86.0778781599            680.3.pdb           680.3.rmf3
>        286.286884863        44.4736469079        97.0261949877        81.7879068314            684.3.pdb           684.3.rmf3
>        286.368394611        41.0159991659        99.1072353179        77.6676087947             12.4.pdb            12.4.rmf3
>        286.375598337        35.8708971108        96.1730424282        80.2156840516             15.4.pdb            15.4.rmf3
>        286.379188793        57.8104402379        76.5825488117        87.9499575124             16.4.pdb            16.4.rmf3
>        286.447982426        61.3307522904        90.2637437606        73.0002989767             34.4.pdb            34.4.rmf3
>        286.450355502        50.6722619529         97.790783447        68.0190801081             35.4.pdb            35.4.rmf3
>        286.488318082        43.1543565354        90.3456534636        86.9690518434             41.4.pdb            41.4.rmf3
>        286.491749941        57.7685156074         81.071796938        75.9449806177             43.4.pdb            43.4.rmf3
>        286.492750975        43.8331273759        88.2424473538        83.5278482267             44.4.pdb            44.4.rmf3
>         286.50664496        39.5590726377        98.3335146715        78.7167965268             48.4.pdb            48.4.rmf3
>        286.546022272        36.1750294828        101.329073242        79.3103135687             55.4.pdb            55.4.rmf3
>        286.551380616        40.0296780674         96.108336081        80.4785055378             58.4.pdb            58.4.rmf3
>        286.574495448        44.1909387545         94.373794473        84.3170867512             65.4.pdb            65.4.rmf3
>        286.582871966        41.7424007269        90.9557640821        85.0036795127             67.4.pdb            67.4.rmf3
>        286.588566581        51.2541244754        84.0565100199        80.7611367789             68.4.pdb            68.4.rmf3
>        286.697517854        51.8909480255         94.993408685        77.3024535995             91.4.pdb            91.4.rmf3
>        286.739997024        63.2096511728        89.0638830047        74.4515284919             98.4.pdb            98.4.rmf3
>        286.765466871        43.0681865648        103.309440197        72.7406044362            101.4.pdb           101.4.rmf3
>        286.832122591        41.8071926692        91.3479884038         85.264459203            114.4.pdb           114.4.rmf3
>        286.884407073        65.2036460396        80.1924264661        78.5144619377            127.4.pdb           127.4.rmf3
>        286.907509982        40.5560939188        94.1207247757        83.5914903175            132.4.pdb           132.4.rmf3
>        286.914472834        58.0851029522        76.5872565394        81.3300679299            136.4.pdb           136.4.rmf3
>        286.986076467        37.9816161383        88.5163564475         81.676037129            154.4.pdb           154.4.rmf3
>        287.011585483         37.521168729        98.0120286338        76.6657185122            162.4.pdb           162.4.rmf3
>        287.042242268        37.8949523598        100.983026716        81.5566863109            167.4.pdb           167.4.rmf3
>        287.089013449        47.7416783029        97.0041147165        76.4350204706            179.4.pdb           179.4.rmf3
>         287.12645674        49.3914438155        90.6093544067        77.4133568549            192.4.pdb           192.4.rmf3
>        287.144944837        32.9861658123        99.2182430546        86.2344928555            195.4.pdb           195.4.rmf3
>        287.168643707        43.6323095497        90.4522241271        82.0010944802            202.4.pdb           202.4.rmf3
>        287.179500792        43.8641419235        93.2622908609        78.9616635315            205.4.pdb           205.4.rmf3
>        287.209573854         44.545583815        100.331211308        74.1488934324            215.4.pdb           215.4.rmf3
>        287.213602387        42.1015288502        88.0172972205        81.0221168052            217.4.pdb           217.4.rmf3
>        287.217068292        42.5611477023        97.6486290116        74.6734781493            220.4.pdb           220.4.rmf3
>         287.22159041        35.9181777012        96.2204322876        87.0201196118            221.4.pdb           221.4.rmf3
>        287.293159764        47.0050930794        97.5555979281        75.7171410559            236.4.pdb           236.4.rmf3
>        287.310415309        35.6677774145        103.398981576        80.6853920764            244.4.pdb           244.4.rmf3
>        287.318409862        29.0225793059        108.813687581        84.1643478604            245.4.pdb           245.4.rmf3
>         287.32136985           45.1128645        94.8375273932        76.4460697807            246.4.pdb           246.4.rmf3
>        287.321812296        43.7444796159        96.8299373402        77.4649206557            247.4.pdb           247.4.rmf3
>        287.334791023        42.1026563398        91.4417920915        82.2540178255            249.4.pdb           249.4.rmf3
>        287.397782696        31.4334979377        100.007183568        81.7139293042            259.4.pdb           259.4.rmf3
