>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file
>         287.46554529        38.6507269275        104.172472875        74.7274505327            279.4.pdb           279.4.rmf3
>        287.470071724         43.441766059        91.7605414806        86.0324429153            280.4.pdb           280.4.rmf3
>        287.492411008        35.9573006861        102.169170135        76.0455669645            283.4.pdb           283.4.rmf3
>        287.496175502         39.258514706        95.1488315023        82.5235699658            284.4.pdb           284.4.rmf3
>        287.529742455        41.7095837263        94.2705058734        78.0727998345            292.4.pdb           292.4.rmf3
>        287.560282286        41.5318062418        93.1687695071        88.7013016692            305.4.pdb           305.4.rmf3
>        287.605353739        39.6740703634        100.059438815        78.1495845122            313.4.pdb           313.4.rmf3
>        287.658058869        56.6135469679         92.565432473        72.0892229754            324.4.pdb           324.4.rmf3
>        287.749376431        49.5264029124        84.8105545034        82.6724222013            344.4.pdb           344.4.rmf3
>        287.779355046         37.385754647        90.9303538509        88.8569377035            351.4.pdb           351.4.rmf3
>        287.811520367        51.7374421797         94.240136584        72.5666070416            358.4.pdb           358.4.rmf3
>        287.812063375         37.206261526        93.7825871389        83.6327368371            360.4.pdb           360.4.rmf3
>        287.820233011        44.2332463574        94.2456155684         80.523417566            363.4.pdb           363.4.rmf3
>        287.824565181        52.1980094966        91.9966181553        73.6609458843            365.4.pdb           365.4.rmf3
>        287.847049893        48.4171284372        90.7910982668        75.1063788623            370.4.pdb           370.4.rmf3
>        287.860113261         43.042512079          96.55942828        74.3502253941            373.4.pdb           373.4.rmf3
>        287.865242979        40.5009111186        98.0077797967        72.9700461091            375.4.pdb           375.4.rmf3
>        287.870396436        38.3273348416        94.2147119387         84.725828615            376.4.pdb           376.4.rmf3
>        287.900017443         42.304624509        87.2335958283        87.5166184514            384.4.pdb           384.4.rmf3
>        287.971129552        45.3374491079        101.968776952        72.1094107065            401.4.pdb           401.4.rmf3
>        287.978142587        41.6573065376        102.200840296        72.7648329375            405.4.pdb           405.4.rmf3
>        287.978657012        53.7308616318        92.4180110618        76.9247343176            406.4.pdb           406.4.rmf3
>        288.005973415        45.2874269595        95.0684955252        81.2795506187            413.4.pdb           413.4.rmf3
>        288.010518381        58.4490146614        83.4711844961        73.5470065148            417.4.pdb           417.4.rmf3
>        288.012510099        48.0052986184        85.2128143776        75.4819453019            418.4.pdb           418.4.rmf3
>         288.02915824        40.9905187588        102.432207789        74.4307595204            423.4.pdb           423.4.rmf3
>        288.071477428        53.7213046656        86.8389014217        80.9510563174            433.4.pdb           433.4.rmf3
>        288.118380251        62.8117297023        83.6664670532        72.6177733429            447.4.pdb           447.4.rmf3
>        288.119026574        73.8577577625        78.8954748572        74.1081056733            448.4.pdb           448.4.rmf3
>         288.13911825        58.3605193611        85.5014668195        78.8981938943            457.4.pdb           457.4.rmf3
>        288.154534847        45.1521580342        91.7259376733         77.284938683            461.4.pdb           461.4.rmf3
>        288.191779195        42.0818090954        85.9268988864        89.9606597962            473.4.pdb           473.4.rmf3
>        288.217571122        64.5624122456         85.033838945        69.5084437754            478.4.pdb           478.4.rmf3
>        288.227809571        45.9432534226        99.4921584744        74.2958179392            481.4.pdb           481.4.rmf3
>        288.287347932        40.8520588023        93.7977748537         88.014830173            497.4.pdb           497.4.rmf3
>        288.291446934        41.7956210957        86.5809744138        86.7981868916            499.4.pdb           499.4.rmf3
>        288.300215698        39.2661242695        86.7774870888        86.0924249956            503.4.pdb           503.4.rmf3
>        288.340480993        40.4570918643        90.7212001168         85.957072721            512.4.pdb           512.4.rmf3
>        288.368738554        54.0184407571        96.4421432785        75.0138339264            516.4.pdb           516.4.rmf3
>        288.380451468        37.2717627997        100.600225242         86.819720817            523.4.pdb           523.4.rmf3
>        288.485323094        48.4437896122        86.3899155693        80.6344439444            553.4.pdb           553.4.rmf3
>        288.493186194        54.7494529653        93.5458277103        75.5299822701            557.4.pdb           557.4.rmf3
>        288.544231547        51.3684469549        90.4945665453        77.7343874822            573.4.pdb           573.4.rmf3
>        288.548028934        35.1797923726        103.310230756        83.1161700461            574.4.pdb           574.4.rmf3
>        288.628766523        49.1488883239        96.4206297224        76.3134975724            596.4.pdb           596.4.rmf3
>        288.668996635        43.7537110709        100.526699481        70.9293443431            607.4.pdb           607.4.rmf3
>        288.686867936        40.3023615063        88.4447938649        83.8949565941            611.4.pdb           611.4.rmf3
>        288.699071918         51.455254439        86.9462986572        84.9984373232            612.4.pdb           612.4.rmf3
>        288.735102705        40.0447860693        103.173933114        80.4891346522            621.4.pdb           621.4.rmf3
>         288.74687839        39.3037941839        94.2369747191        84.4844889826            622.4.pdb           622.4.rmf3
>        288.753280631        47.5059174265        97.5649126196        71.8467315607            623.4.pdb           623.4.rmf3
>        288.756567198        34.3682976251        107.767732309        80.0384195706            625.4.pdb           625.4.rmf3
>        288.801338923         53.912987913        90.9125311363        76.7553365475            637.4.pdb           637.4.rmf3
>        288.876087736        47.6489593563         86.745358829        79.7043502206            654.4.pdb           654.4.rmf3
>        288.879626181        41.8614819109        90.2171615099        85.9082949825            655.4.pdb           655.4.rmf3
>         288.95725185        38.3878644461        97.6789031559        79.6291283495            670.4.pdb           670.4.rmf3
>        288.958672468        42.6579007481         97.031490788        76.7848779191            671.4.pdb           671.4.rmf3
>        288.968099993        45.2204923791         87.652852663        79.6339120109            673.4.pdb           673.4.rmf3
>        288.973612412        62.3255562239         90.286787002         72.813336433            675.4.pdb           675.4.rmf3
>        289.037017706        35.6122177311        89.3063653008        91.8359860493             10.5.pdb            10.5.rmf3
>        289.040408768        38.6829484854         95.666587181         79.865152369             12.5.pdb            12.5.rmf3
>        289.064144762        37.6567677828         91.217552477        84.6697816564             20.5.pdb            20.5.rmf3
>        289.068727886        44.5065493018        94.8605184354        79.9344595177             23.5.pdb            23.5.rmf3
>        289.089034064        42.8912080406        95.6676083251        80.4024717329             27.5.pdb            27.5.rmf3
>        289.098280388        48.9869033663        89.9431575506        82.9014030961             30.5.pdb            30.5.rmf3
>        289.118427006        61.6549200368        86.8527217807        79.5888437849             37.5.pdb            37.5.rmf3
>        289.153911106        39.3001672821        91.0971973044        93.5690007266             47.5.pdb            47.5.rmf3
>        289.193853841        54.5757936559         88.735384367        78.7849054137             53.5.pdb            53.5.rmf3
>        289.328220819        41.7531203197        94.8890048323        82.3985503509             92.5.pdb            92.5.rmf3
>        289.334505265        50.2976308065        84.5856387174        84.1056946069             96.5.pdb            96.5.rmf3
>        289.425201772        40.4897300628        86.5334502353        90.9670699484            124.5.pdb           124.5.rmf3
>        289.427367854        45.2844809501        95.4732510512        82.4788107741            127.5.pdb           127.5.rmf3
>        289.508729241        50.8289034176         90.948164362        80.1419049062            143.5.pdb           143.5.rmf3
>        289.534852415         40.554973194        93.1182589405        82.1966109312            148.5.pdb           148.5.rmf3
>        289.568723707        46.9407758296        101.395667458        76.0499552746            161.5.pdb           161.5.rmf3
>        289.597506488        41.7259253584        98.6236883131        77.8511682641            173.5.pdb           173.5.rmf3
>        289.647904517        57.8544876958        89.5469555936        73.8201656278            189.5.pdb           189.5.rmf3
>        289.665848142        38.4142066841        94.1926430471        81.6551516341            191.5.pdb           191.5.rmf3
>        289.687026501         38.886577694        94.0932132808        79.3626030722            198.5.pdb           198.5.rmf3
>        289.693935659        42.3964057291         91.246840773        86.2252206221            202.5.pdb           202.5.rmf3
>        289.718361404        55.0109153714        92.2695959807        75.4721963484            212.5.pdb           212.5.rmf3
>        289.720556029        60.3185758242        80.2890195412        82.6017264489            214.5.pdb           214.5.rmf3
>        289.741709609        54.1524080533        92.0576979114        79.6875690127            218.5.pdb           218.5.rmf3
>        289.825760496        54.2961805215        84.8111269355        78.4300853234            234.5.pdb           234.5.rmf3
>        289.858487033         55.101407076        92.2519222581        75.3311083746            242.5.pdb           242.5.rmf3
>        289.976237307        62.4146307096        74.0159192425        84.6778538686            272.5.pdb           272.5.rmf3
>        290.025520736         51.093392964        94.0197664513        78.0166497994            277.5.pdb           277.5.rmf3
>        290.045700915        53.1118634825        86.5565402071        85.4661793303            279.5.pdb           279.5.rmf3
>        290.072656296        47.3693162958        94.0379040092        79.0970651344            288.5.pdb           288.5.rmf3
>        290.075027998        49.1086592372        92.0372091804        82.5048216479            289.5.pdb           289.5.rmf3
>        290.079789446        40.0917897587         99.473113743        76.4958908097            293.5.pdb           293.5.rmf3
>        290.086070481        49.9189999694        93.1267055219        78.8530906578            295.5.pdb           295.5.rmf3
>        290.119772048        65.5738321595        80.0666023592        74.8927776509            306.5.pdb           306.5.rmf3
>        290.164142759        53.6288861024        84.0514739187        76.5785031132            316.5.pdb           316.5.rmf3
>        290.174569147        45.4399402244         95.698568605         81.922331629            319.5.pdb           319.5.rmf3
>         290.18014867        49.7665820984         96.608337151        72.8923794997            321.5.pdb           321.5.rmf3
>        290.221948649        57.4492280995        90.2673615786         73.276063252            337.5.pdb           337.5.rmf3
>        290.308985523        37.8587539749        94.6311876416        86.6031520999            364.5.pdb           364.5.rmf3
>        290.319064936        41.2158626054        102.145124155        81.7927194401            365.5.pdb           365.5.rmf3
>        290.323184224        66.5758061579        93.1561723055        68.9467587341            366.5.pdb           366.5.rmf3
>        290.348306424        43.0385081063        88.1323133678        81.6723406888            370.5.pdb           370.5.rmf3
>        290.348453781          68.26537502        82.9974844781        77.5125031157            372.5.pdb           372.5.rmf3
>        290.410512828        33.7019708071         103.13362975        85.0746597091            389.5.pdb           389.5.rmf3
>        290.423863154        56.4853870522        91.3935554556        75.2907699652            397.5.pdb           397.5.rmf3
>        290.475822753        44.6206621633        96.8612038237         78.362189032            419.5.pdb           419.5.rmf3
>        290.590768853         38.230616149        98.7330605547        79.5736306615            448.5.pdb           448.5.rmf3
>        290.634335285        49.9549130064        98.0128359966        75.4659788089            461.5.pdb           461.5.rmf3
>        290.701380998          46.05538931        88.5734880452        84.1780047321            484.5.pdb           484.5.rmf3
>        290.703195514        48.0687953426        88.7819620875         85.595767327            486.5.pdb           486.5.rmf3
>        290.706514776        33.3036986624        98.3420727252        83.7101978207            487.5.pdb           487.5.rmf3
>        290.722694523        37.1575934689        94.4981294184        79.8892796771            491.5.pdb           491.5.rmf3
>        290.771830823        41.9484090543          93.93549053        81.2826924268            503.5.pdb           503.5.rmf3
>        290.905455255        43.3244883605        96.9146749132        74.2914373882            540.5.pdb           540.5.rmf3
>        290.926026067         45.366778084        93.8021909651         82.806075889            546.5.pdb           546.5.rmf3
>        290.928691252        45.4636852257        98.2846255521        69.7716000664            547.5.pdb           547.5.rmf3
>        290.967320468        46.1235433954        88.6034700064        82.5280249441            562.5.pdb           562.5.rmf3
>        290.971041037        41.8369656683        93.6157083013        84.4536097898            565.5.pdb           565.5.rmf3
>        290.976426445        45.2356680498        91.6064999602        77.6894502327            567.5.pdb           567.5.rmf3
>        290.994648442        48.8731095438        96.6001238856        76.3811742262            571.5.pdb           571.5.rmf3
>        291.022478979        40.1016191129        101.808289622        77.2069173244            576.5.pdb           576.5.rmf3
>        291.054222815        52.3518248128        94.9313779774        76.3409750122            588.5.pdb           588.5.rmf3
>        291.057797189        46.9081958075        103.512873934        69.5921298176            592.5.pdb           592.5.rmf3
>        291.111144435        60.9272111185        96.5466275373        73.0520843344            598.5.pdb           598.5.rmf3
>        291.167125453         55.109268088        93.6681437508        74.9710873051            613.5.pdb           613.5.rmf3
>        291.229840032        53.7162293075        94.2209263311         76.917270421            631.5.pdb           631.5.rmf3
>        291.347001042        45.2884825058        86.1039073795        89.2165895146            665.5.pdb           665.5.rmf3
>        291.363872364        50.0665788332        91.2883674572        83.3494576441            669.5.pdb           669.5.rmf3
>        291.374919768        33.3516614731        103.836788337        80.4440965546            674.5.pdb           674.5.rmf3
>        291.448747294         36.482712324        103.021945552        78.5663417261              8.6.pdb             8.6.rmf3
>        291.478830344        51.6710430298        96.4602704173        78.6180576283             18.6.pdb            18.6.rmf3
>        291.486077938        54.4557198839        89.2881078955        80.3826617514             20.6.pdb            20.6.rmf3
>        291.594445662        41.9014493275        86.5967616866        88.0109885905             53.6.pdb            53.6.rmf3
>        291.644464465         53.063778842        90.3823877149        80.8332327044             72.6.pdb            72.6.rmf3
>        291.671820815        36.7690014486        93.5158655601        81.5955786164             78.6.pdb            78.6.rmf3
>        291.701715958        46.2265905983        89.2911971418         83.812941234             86.6.pdb            86.6.rmf3
>        291.741671582        38.9072807647        102.282856798        84.1978058512             95.6.pdb            95.6.rmf3
>        291.747281688         50.275505608        80.1794069747        87.3313451622             98.6.pdb            98.6.rmf3
>        291.761032007        40.9855745037        100.896398225        81.6562370209            102.6.pdb           102.6.rmf3
>        291.771775203         42.039646159        102.722294076        79.3557773348            108.6.pdb           108.6.rmf3
>        291.792238209        44.5678180651        97.7197663292        82.4895956888            113.6.pdb           113.6.rmf3
>        291.818400135        60.0391830067        87.8821423052        78.9265245509            119.6.pdb           119.6.rmf3
>        291.859828513        55.9548771114         89.034900252        77.5014583013            125.6.pdb           125.6.rmf3
>        291.897262647        43.0375022839        93.4761844311        81.6014854438            134.6.pdb           134.6.rmf3
>        291.897907696         38.386468015        93.1376762173        84.9926229378            135.6.pdb           135.6.rmf3
>        291.912025161         43.792549907        92.7270572931         84.880766665            139.6.pdb           139.6.rmf3
>        291.944579291        43.5000351552        93.0398692739        86.5737725332            149.6.pdb           149.6.rmf3
>        291.948998493        40.8035708795        96.4974830569        85.6956225532            151.6.pdb           151.6.rmf3
>        292.007749347        52.9180349345        92.7215877088        78.1622056049            177.6.pdb           177.6.rmf3
>        292.025365486        60.9497215858        92.4970458625        75.8728756078            184.6.pdb           184.6.rmf3
>        292.048630516        56.4299681677        90.7194833254        72.6584609265            188.6.pdb           188.6.rmf3
>        292.051623033        35.4641269174        99.2642242857        81.9829717532            191.6.pdb           191.6.rmf3
>        292.051893566        62.2794413733        86.6161856908        77.5543661068            192.6.pdb           192.6.rmf3
>        292.110226798        58.9686835657        82.5704363402        76.1677695237            208.6.pdb           208.6.rmf3
>        292.122926238        44.6711508939        100.405101939        72.5815712852            214.6.pdb           214.6.rmf3
>        292.264510683        39.4898963319        91.3408188276        88.6744245478            249.6.pdb           249.6.rmf3
>          292.2745547        45.0697120865        101.718570155         74.307946498            256.6.pdb           256.6.rmf3
>        292.286940207        51.7266554641        89.8702359527        80.7217186067            259.6.pdb           259.6.rmf3
>        292.301485243        59.6063855895         95.932915253        73.9995400796            262.6.pdb           262.6.rmf3
>         292.33612741        53.0246525911        100.266385029        72.9188883242            270.6.pdb           270.6.rmf3
>        292.356899285        52.5942861479         84.360016438        84.7104870549            277.6.pdb           277.6.rmf3
>        292.367238406        40.3932537821        91.3588516073         82.242542511            279.6.pdb           279.6.rmf3
>        292.371365305         56.277840215        91.1621203889        74.5720577234            282.6.pdb           282.6.rmf3
>        292.381634852        43.3501763755        103.760944917        76.7540810738            286.6.pdb           286.6.rmf3
>        292.402540638        60.2013807188         93.947099145        73.9641831913            296.6.pdb           296.6.rmf3
>        292.475270981        31.0617624976        102.615600182        83.5511550058            320.6.pdb           320.6.rmf3
>        292.519592832        48.9370190109        95.4813689017        76.5224293944            330.6.pdb           330.6.rmf3
>        292.537092048        49.1367426061        90.0340889579         81.848337974            337.6.pdb           337.6.rmf3
>        292.569895481        56.0439766456        92.6221099106        74.2714620103            350.6.pdb           350.6.rmf3
>        292.572536269        69.5992619991        89.6922957395        74.5908572083            352.6.pdb           352.6.rmf3
>        292.582566056        30.7301217217        105.150040757        80.6262586446            354.6.pdb           354.6.rmf3
>        292.587625039        38.1601568595        104.514254789        81.2782037744            357.6.pdb           357.6.rmf3
>        292.709085778         49.804982797        91.3497048667        81.9538372468            389.6.pdb           389.6.rmf3
>        292.719029289        45.0143888336        85.9367173818        80.7873652327            391.6.pdb           391.6.rmf3
>        292.773443571        44.6209645436        104.046257113        76.0672739079            404.6.pdb           404.6.rmf3
>        292.795144357        38.8603269315        110.766338304        76.0131624588            410.6.pdb           410.6.rmf3
>        292.802651924        56.3700554231        95.7136230841        76.3639382834            414.6.pdb           414.6.rmf3
>        292.805509055        52.2028568232        89.1231615171        78.6820858446            416.6.pdb           416.6.rmf3
>        292.820345077        64.1933327571         92.742231833        69.3339643581            419.6.pdb           419.6.rmf3
>         292.85247122        36.8721029755        96.8630780285        85.1232730354            427.6.pdb           427.6.rmf3
>        292.861034234        53.7103630799        97.7475421172         77.895517491            432.6.pdb           432.6.rmf3
>        292.949348617        59.4408087231        87.9955838661        76.2979511227            462.6.pdb           462.6.rmf3
>        293.031781023        37.6600716248        91.1814659145        92.6610781473            489.6.pdb           489.6.rmf3
>        293.043371832        43.4574962746        92.9384536985        84.9247513893            492.6.pdb           492.6.rmf3
>        293.078553574        65.1482091758        89.8767562651        77.3768785248            502.6.pdb           502.6.rmf3
>        293.170202175        58.0586613142        90.7235048163        75.6964153218            523.6.pdb           523.6.rmf3
>        293.203906902        42.0285030454        93.1249415388        84.6859695527            534.6.pdb           534.6.rmf3
>        293.210747794         37.835907784        99.9844161543        80.7681698583            539.6.pdb           539.6.rmf3
>        293.215045194        44.8048719564         94.097375967        84.4083702794            540.6.pdb           540.6.rmf3
>        293.254280211        62.0359081731        89.1553173244        72.4707125675            549.6.pdb           549.6.rmf3
>        293.328925875        75.3581435087        77.8206144934        75.7347734003            564.6.pdb           564.6.rmf3
>        293.344078432        56.4606454107        102.453237876        70.4813938907            569.6.pdb           569.6.rmf3
>        293.360044862        53.7690044879        93.1308647434        73.0591621827            574.6.pdb           574.6.rmf3
>        293.396518628        41.7313342153        104.396461522        79.2408887752            588.6.pdb           588.6.rmf3
>        293.447947796        45.4152121601        84.7224516612        91.1761826624            598.6.pdb           598.6.rmf3
>        293.553137699        55.1584935349        90.5806304772        83.8165720196            629.6.pdb           629.6.rmf3
>        293.568662052        50.4549205506        94.3873576108        79.6726318574            634.6.pdb           634.6.rmf3
>        293.625049287        65.4508294538        85.9653825547        75.5113032352            647.6.pdb           647.6.rmf3
>        293.640619176        62.2269807893        88.4794784606        69.7248438796            649.6.pdb           649.6.rmf3
>        293.667798648        62.7764557028        80.7794620681        76.5290663327            659.6.pdb           659.6.rmf3
>        293.720689363        52.8514958518        102.506521847        72.6629677413            676.6.pdb           676.6.rmf3
>        293.740617906        33.8186380436        89.6606892862         92.404811268            684.6.pdb           684.6.rmf3
>        293.768739155        67.6308926288         79.654714018        75.4783181859             10.7.pdb            10.7.rmf3
>        293.779352451        47.8677575567        97.9488124605        81.6090807143             12.7.pdb            12.7.rmf3
>        293.817056716        46.4628386812        96.5016935557        78.2319560607             17.7.pdb            17.7.rmf3
>        293.818398234        58.8010748809        85.0711870169        83.5326447603             18.7.pdb            18.7.rmf3
>        293.819973157        48.5675442042        86.0407870195        81.7149841702             19.7.pdb            19.7.rmf3
>        293.840445863        37.9726073125        94.8221050389        90.6216184494             28.7.pdb            28.7.rmf3
>        293.866163139        55.3576145244        79.2070994606        85.0551106427             36.7.pdb            36.7.rmf3
>        293.894559194        43.9220718479        93.4911740075        88.7034150099             44.7.pdb            44.7.rmf3
>        293.931072937        44.4636351865        92.5480965728        87.0687620464             57.7.pdb            57.7.rmf3
>        293.959209251        47.9685237146         93.079383331        81.3557633332             65.7.pdb            65.7.rmf3
>        293.981167679         53.000195628        92.9994457933        71.1698154477             77.7.pdb            77.7.rmf3
>        294.016205544        59.6568895133        90.6358522424        78.0895947796             87.7.pdb            87.7.rmf3
>        294.098828144        57.8648365003        92.5508160579         76.957535153            116.7.pdb           116.7.rmf3
>        294.150797069        52.2977584263        101.664694113        75.4499263302            132.7.pdb           132.7.rmf3
>        294.161020317        57.4111799153        92.1669016935        70.4951602076            135.7.pdb           135.7.rmf3
>        294.175660937        67.5634357092        78.8483555963        83.9241401006            139.7.pdb           139.7.rmf3
>        294.195841998        47.5355779784        87.7395892062        75.9479094416            145.7.pdb           145.7.rmf3
>        294.198976315        64.7642459734        83.7061503877        82.5299219305            147.7.pdb           147.7.rmf3
>        294.219399616        51.2795952871        98.3735315413        76.4867841855            156.7.pdb           156.7.rmf3
>        294.224659381        53.1807074681        81.8982863271        91.4252120112            157.7.pdb           157.7.rmf3
>        294.250054371        56.1783351321        92.1779402512        76.8839860849            163.7.pdb           163.7.rmf3
>        294.250774972        46.4641216568        95.9036208695        82.5447776701            164.7.pdb           164.7.rmf3
>        294.265560687        60.9495695397        89.5412216114        76.4159548095            166.7.pdb           166.7.rmf3
>        294.278386765        51.0909768185        89.4215302625        89.0301649403            172.7.pdb           172.7.rmf3
>        294.289280966        41.0080114874        100.330229006        81.8694315076            175.7.pdb           175.7.rmf3
>        294.303287163        50.7190552509        94.1172214098        80.2145321266            176.7.pdb           176.7.rmf3
>        294.327940203        43.8617100789         99.108866986        83.1687423395            182.7.pdb           182.7.rmf3
>        294.351442352        68.6021042542        72.8751142458        84.4565932365            190.7.pdb           190.7.rmf3
>        294.390712797        39.9463619371        101.426328374        76.3296946042            202.7.pdb           202.7.rmf3
>        294.399096189        44.0809972685        109.570586389         74.663047802            205.7.pdb           205.7.rmf3
>        294.413239078        49.1045255348        91.9397768744        82.3655190748            207.7.pdb           207.7.rmf3
>         294.42348578        60.9207969907        92.8521123029        76.2864298233            209.7.pdb           209.7.rmf3
>         294.47383316        55.1127504167        92.1108290227        74.5705415061            227.7.pdb           227.7.rmf3
>        294.524917171        43.2749909112        101.461951174        80.8302575997            242.7.pdb           242.7.rmf3
>         294.57230895        64.6806965025        91.9498345213        72.9064536779            257.7.pdb           257.7.rmf3
>        294.671741146        35.7154531781        105.997310309        87.6851598947            285.7.pdb           285.7.rmf3
>        294.696795476        56.1416969667        86.1363144475        85.9335672825            290.7.pdb           290.7.rmf3
>          294.7152035        47.2361145794         106.31637728        77.1159776643            298.7.pdb           298.7.rmf3
>        294.737985004        54.5521665174        98.8882969528        71.7879620788            306.7.pdb           306.7.rmf3
>        294.762222741        55.0926223312        95.3477830226         74.895964161            314.7.pdb           314.7.rmf3
>        294.825424592        49.8047025061        104.841160106        71.3148287202            334.7.pdb           334.7.rmf3
>        294.830358281        39.5621434468        101.990303798        81.3085752201            337.7.pdb           337.7.rmf3
>        294.889384867        62.0470302323        80.7931715188        78.7771013609            353.7.pdb           353.7.rmf3
>        294.900380363        57.6660461668        76.4002777181        88.4671015977            357.7.pdb           357.7.rmf3
>        294.901427753        48.3409597737        91.8165129734        81.3112407127            359.7.pdb           359.7.rmf3
>        294.902593358        44.1806212481        94.7834545545        78.5426010064            360.7.pdb           360.7.rmf3
>        294.980617898        48.3994069924        100.121847998        76.0065010878            376.7.pdb           376.7.rmf3
>         294.98975423        55.9130294483        92.4679083625        74.7288270571            379.7.pdb           379.7.rmf3
>        295.033893964        50.7604525721        87.1878659895        86.4855341942            394.7.pdb           394.7.rmf3
>        295.085834932         71.801186988        87.1028965087        71.5694401713            407.7.pdb           407.7.rmf3
>        295.092212149        47.6728367154        92.2112071778         78.175604069            412.7.pdb           412.7.rmf3
>        295.109840804        46.2796516217        102.580769448        77.9218592433            420.7.pdb           420.7.rmf3
>        295.147357329        58.0070763703         93.051750493        80.2501675727            430.7.pdb           430.7.rmf3
>        295.152529355        56.7140074463        94.0603751318        73.6609897056            433.7.pdb           433.7.rmf3
>        295.166730561        38.4291998419        105.477568597        82.7688221583            440.7.pdb           440.7.rmf3
>        295.291507697        42.4192131067        93.1062876529        88.1941675044            489.7.pdb           489.7.rmf3
>        295.360426208        46.7862957733        102.180800548        81.4448742686            504.7.pdb           504.7.rmf3
>        295.364800033        78.6365712437        81.2406867006        72.6872740745            508.7.pdb           508.7.rmf3
>        295.443450433         52.663212959        89.1579953596        83.4063417776            524.7.pdb           524.7.rmf3
>        295.456820591        51.0398341872        95.5795964994        77.5968596516            529.7.pdb           529.7.rmf3
>        295.498957516        48.7640223256        97.2198294937         79.374248019            546.7.pdb           546.7.rmf3
>        295.528268075        59.9141262703        91.7786685212        75.2426351577            557.7.pdb           557.7.rmf3
>        295.629367218        47.8597016079        101.481517418        79.5063094036            588.7.pdb           588.7.rmf3
>        295.645405068        55.3919624415        85.3363830069        80.6409387632            593.7.pdb           593.7.rmf3
>        295.669230993        49.1246268791        94.5514569731        79.5988768583            603.7.pdb           603.7.rmf3
>        295.732356481        45.1367641631        100.317768357        83.7715259195            616.7.pdb           616.7.rmf3
>         295.73411971         66.135313289        89.3900471286        75.4993633097            617.7.pdb           617.7.rmf3
>        295.747383254        33.8686870443         105.65391503        82.5236626727            622.7.pdb           622.7.rmf3
>        295.766519592        44.8802206988          91.99412922        84.6586775161            625.7.pdb           625.7.rmf3
>        295.767134599        50.8024214476        91.1368095006        80.9497566888            626.7.pdb           626.7.rmf3
>        295.835824759        51.6456085507        81.7366509206        88.7743630615            648.7.pdb           648.7.rmf3
>        295.878578845        60.1810691538        92.5181309294        78.3816170577            661.7.pdb           661.7.rmf3
>         295.88670825        50.1249629779        93.4474889571        74.8354206285            664.7.pdb           664.7.rmf3
>        295.921435163        47.9695960255        105.136104225         77.769076438            671.7.pdb           671.7.rmf3
>        295.933234859        50.7739970096         103.48615032        74.5392521388            677.7.pdb           677.7.rmf3
>        295.995784025        41.5976876772        94.7200961564        82.2922731565             10.8.pdb            10.8.rmf3
>        296.021625392        68.4628523057        88.0420084847        73.8367664464             16.8.pdb            16.8.rmf3
>        296.036715687        56.9597298684        92.4505500488        80.0945589123             21.8.pdb            21.8.rmf3
>        296.037104392        65.8938473032        84.6083020495        80.5343853697             22.8.pdb            22.8.rmf3
>          296.1314318        45.4042730514        89.0710536987        82.6173451133             43.8.pdb            43.8.rmf3
>        296.175873175        44.4333011727        96.3030798241        81.9527509107             53.8.pdb            53.8.rmf3
>        296.187268607        42.8376314694        96.6995538722        84.0908034078             60.8.pdb            60.8.rmf3
>        296.189673166         57.481489598        95.8524647937         74.461083433             61.8.pdb            61.8.rmf3
>        296.194016973        54.3097407805        91.3290955966        77.1436520596             63.8.pdb            63.8.rmf3
>        296.198465282        55.1936651182        95.6471759828        76.1300302977             65.8.pdb            65.8.rmf3
>        296.250049533        40.1100218343         92.632700552         83.946140973             85.8.pdb            85.8.rmf3
>        296.278769858        45.3168528752        95.3785358951        82.5161118838             95.8.pdb            95.8.rmf3
>        296.321229198        47.2647224674        106.886158075        76.3470795281            110.8.pdb           110.8.rmf3
>         296.32567598        52.3560768054        89.9139165002        80.0774245995            112.8.pdb           112.8.rmf3
>        296.334507502        43.7241501691         95.579569494        73.8012496835            119.8.pdb           119.8.rmf3
>        296.340726294        47.1927761568         101.76616896        80.0325933865            122.8.pdb           122.8.rmf3
>         296.37237054        48.6868727739        95.6432660348        84.8780564562            130.8.pdb           130.8.rmf3
>        296.434189647        53.7397855316        88.8578957181        80.7411996218            144.8.pdb           144.8.rmf3
>        296.436438995        48.6560706914        94.7287868521        82.3802394973            145.8.pdb           145.8.rmf3
>        296.497760406        50.1580309242        104.898921696        75.1454989724            167.8.pdb           167.8.rmf3
>        296.506485058        43.3923002564         102.29267978        82.8278318437            172.8.pdb           172.8.rmf3
>        296.582906591        55.7077500609        89.0963494686        82.4034489029            194.8.pdb           194.8.rmf3
>         296.60268818        48.9598066584          95.74396984        77.6069851128            201.8.pdb           201.8.rmf3
>        296.621512438        56.3231446791        101.608927884        71.1557308006            211.8.pdb           211.8.rmf3
>        296.635415742        52.9897227149        94.5834666919        76.3810891391            214.8.pdb           214.8.rmf3
>        296.717533402        75.8084602797        78.4679209855        74.0490862149            240.8.pdb           240.8.rmf3
>        296.718000033        51.7934585799        86.8665545979        81.4979748673            241.8.pdb           241.8.rmf3
>        296.720660315         44.713049838        87.8729792487        88.7103654464            243.8.pdb           243.8.rmf3
>        296.729099587        58.4934858602        84.4606041871        83.1637724843            245.8.pdb           245.8.rmf3
>        296.769868752        62.1106789587        92.6153741673        75.4110133092            256.8.pdb           256.8.rmf3
