>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file 
>        277.536571852        38.5503779877        95.5781054609        77.7245148852            408.1.pdb           408.1.rmf3
>        277.582105856        37.1329866799        101.589145635        71.2863336244            412.1.pdb           412.1.rmf3
>         277.61076678        29.3908108834        100.460535021         76.278716772            417.1.pdb           417.1.rmf3
>        277.623362344        27.4166992726        101.928489641         79.911276744            420.1.pdb           420.1.rmf3
>        277.658427139        45.5669940835        81.7328978157        82.2533471554            426.1.pdb           426.1.rmf3
>        277.684264758        39.9257085632        84.9319831428        84.1147571105            434.1.pdb           434.1.rmf3
>        277.721544301        55.7460957091        79.7896379946        79.5047198591            437.1.pdb           437.1.rmf3
>        277.726065549        41.4944626645         88.969627057        73.2846435283            439.1.pdb           439.1.rmf3
>        277.730278805        45.5023472003        86.2799730028        77.3412481866            441.1.pdb           441.1.rmf3
>        277.804087302        38.3520785972        85.3807050967        82.4963401296            446.1.pdb           446.1.rmf3
>        277.827154001        41.3417395285        85.7464060978        81.1082712229            448.1.pdb           448.1.rmf3
>        277.857037909        33.0654965473        87.5715865376        91.8672592347            453.1.pdb           453.1.rmf3
>        277.875976916        46.3037767897        80.4270090212        86.1971777635            458.1.pdb           458.1.rmf3
>        277.887896555        35.5192790028        99.3106632959         72.434272236            462.1.pdb           462.1.rmf3
>        277.893281157         44.348112866        86.7933467631        80.1620976878            463.1.pdb           463.1.rmf3
>        277.896829877         34.569463886        94.6319208333        80.2445076484            464.1.pdb           464.1.rmf3
>        277.988752513        28.4438895168        103.310453568        78.7076686469            474.1.pdb           474.1.rmf3
>        278.002885008        34.2509645218        89.7811203299        86.3915899882            478.1.pdb           478.1.rmf3
>        278.003018879        37.1011424263        93.3191184246        78.5335092005            479.1.pdb           479.1.rmf3
>        278.003028221        45.5922733513        94.0035817336        76.3292880395            480.1.pdb           480.1.rmf3
>        278.021452468        44.6659054483         86.118872124        83.3207086629            481.1.pdb           481.1.rmf3
>        278.043208807        55.2069197121        83.1848776662        74.5205535193            485.1.pdb           485.1.rmf3
>        278.051668043        29.2382879254        98.6896243511        78.4495171019            486.1.pdb           486.1.rmf3
>         278.05700005        36.6848670094        93.6027210248        77.1674597011            489.1.pdb           489.1.rmf3
>        278.073468159         48.042338274        82.5771156903        75.4100638346            492.1.pdb           492.1.rmf3
>         278.09261198        39.6242000158         91.113720344        76.6968334293            493.1.pdb           493.1.rmf3
>        278.094118543         40.599633503        91.6661599553        74.4778204658            494.1.pdb           494.1.rmf3
>        278.121208843        39.0544107537        97.6567840558        71.0804511637            498.1.pdb           498.1.rmf3
>        278.128984865        23.1455902145        104.751871217        78.9432529409            500.1.pdb           500.1.rmf3
>        278.231236963        31.3261921661         105.87022331        75.5145571702            510.1.pdb           510.1.rmf3
>        278.235376557        46.5247973311        83.8799874897        75.0625928239            511.1.pdb           511.1.rmf3
>        278.239982135        40.9821627102        87.5029202266        84.9949077008            512.1.pdb           512.1.rmf3
>        278.263673097        49.6299287723        87.7917918322         67.399081091            515.1.pdb           515.1.rmf3
>        278.269633174        43.2337304743        92.8874569952         75.296919462            517.1.pdb           517.1.rmf3
>        278.304828287        48.5947369541        85.2256641542        81.6138047705            522.1.pdb           522.1.rmf3
>        278.352861696         33.495966165        98.0910883435        80.5856380171            533.1.pdb           533.1.rmf3
>        278.361590573        37.1265578505         87.937461185        81.1701632805            535.1.pdb           535.1.rmf3
>        278.375712747        31.5864968418        88.4317979815        86.8662111954            537.1.pdb           537.1.rmf3
>        278.400816226        33.4550998785        94.3243746495        78.4524977809            543.1.pdb           543.1.rmf3
>        278.422900112        30.3084878467        91.2211661176         84.117929284            547.1.pdb           547.1.rmf3
>         278.47738414        29.3929757366        89.4777930313        85.2712970832            552.1.pdb           552.1.rmf3
>        278.527951948        41.1446229203        90.4008959377        82.9898422594            556.1.pdb           556.1.rmf3
>         278.55530287        37.9471375145         90.782141008        78.3402675608            559.1.pdb           559.1.rmf3
>        278.563609413        33.1807977299        90.5442345111        84.2950760959            561.1.pdb           561.1.rmf3
>        278.569464929        47.5364314594        92.6145166347        71.5741535997            563.1.pdb           563.1.rmf3
>         278.57388519        42.6334400217        88.1190062205        80.0318097977            565.1.pdb           565.1.rmf3
>        278.590481497        48.6915828973        89.3159667676        67.6005283543            566.1.pdb           566.1.rmf3
>        278.595047267        28.9160630012        105.606361271        75.8947894922            567.1.pdb           567.1.rmf3
>        278.624051943        39.3626486601        102.510287622        69.5078616608            570.1.pdb           570.1.rmf3
>        278.635741432        29.6044118087          102.4803011        75.1596131339            571.1.pdb           571.1.rmf3
>        278.656644961        30.6712567848        102.589172895        75.9609319251            576.1.pdb           576.1.rmf3
>        278.706044681        36.1910288441        94.3315215027        76.8762165853            584.1.pdb           584.1.rmf3
>        278.713232885        31.4802679532        99.0122535667        71.8474135526            589.1.pdb           589.1.rmf3
>        278.716688249        43.9150661424        89.1474330018        76.4292761823            591.1.pdb           591.1.rmf3
>         278.74515007        43.9701011887        83.0228388609        77.3257591815            592.1.pdb           592.1.rmf3
>        278.796865472        41.2248527081        83.1484252058        78.8557369457            599.1.pdb           599.1.rmf3
>        278.852781757        36.8479378796        102.131447437        69.4991909882            607.1.pdb           607.1.rmf3
>        278.876361034         43.837636008        92.7106426113        78.4775161595            608.1.pdb           608.1.rmf3
>        278.949584663        41.9504786378        94.8043209495        73.7854668628            620.1.pdb           620.1.rmf3
>        278.980154519        43.8495425027        92.4391330032        77.3144876562            626.1.pdb           626.1.rmf3
>        279.017107793         37.814229036        89.6081463981        80.5297264553            628.1.pdb           628.1.rmf3
>        279.110421679        43.0186244255        84.8127436186        83.6071372277            643.1.pdb           643.1.rmf3
>        279.169921214        48.6311886594        79.8461003021        83.1443927627            649.1.pdb           649.1.rmf3
>        279.285024584        34.2100142186        97.1539099439        77.9611898585            663.1.pdb           663.1.rmf3
>        279.292586083        38.5693364415        98.5451762541        73.1681741211            664.1.pdb           664.1.rmf3
>        279.292651171        40.9695209666        88.1294243612        79.1964386566            665.1.pdb           665.1.rmf3
>        279.293363932        27.7792891065        100.017716353        80.1995143781            666.1.pdb           666.1.rmf3
>        279.348306934        33.0396091634        100.385320352        75.0825991097            678.1.pdb           678.1.rmf3
>        279.355789967        38.9049858354        92.7608588623        81.2688753238            679.1.pdb           679.1.rmf3
>        279.375130039        36.7285756258        98.6799615018        76.6344369025            684.1.pdb           684.1.rmf3
>        279.406658211        41.1886502127        91.0454917216        77.5616984376              0.2.pdb             0.2.rmf3
>        279.424812773        30.6223419049        97.5643974654        85.6825194868              3.2.pdb             3.2.rmf3
>        279.431967725        35.1602140736        91.4803654263        73.6016744405              6.2.pdb             6.2.rmf3
>        279.441078163        30.8105386975        104.772646075        71.0922142663              7.2.pdb             7.2.rmf3
>        279.460715457        35.7590869879        98.2555728606        77.3230316653              9.2.pdb             9.2.rmf3
>        279.466259232        41.9709046314         85.320839362        77.3935544299             10.2.pdb            10.2.rmf3
>        279.488127762        30.5880664194        97.1064419789        79.1684617267             16.2.pdb            16.2.rmf3
>        279.530553029        41.6670483171        93.6639953016        77.0080478579             21.2.pdb            21.2.rmf3
>        279.551546926         32.627491086        100.234274029        72.6039664297             26.2.pdb            26.2.rmf3
>        279.560281528        26.6672275035        84.9548691689        95.3219459124             28.2.pdb            28.2.rmf3
>        279.566397969        43.9080245689        90.4484236452        74.4679271285             32.2.pdb            32.2.rmf3
>        279.567324026        41.3708657928        91.8059294612        77.3138088855             33.2.pdb            33.2.rmf3
>        279.570402336        48.0403179204        81.7289171931        77.2554126229             34.2.pdb            34.2.rmf3
>        279.574861226        51.2259959491        77.3578249814        76.3643174394             35.2.pdb            35.2.rmf3
>        279.626393038        46.1306147936        92.6960960258        74.3804759642             40.2.pdb            40.2.rmf3
>        279.637502413        45.9439824276        87.2897181514        81.1803137271             43.2.pdb            43.2.rmf3
>        279.653703082        29.2597781957        94.6586573294          81.71922804             45.2.pdb            45.2.rmf3
>        279.734572933        43.2446714614        91.3155590289        77.6176211412             53.2.pdb            53.2.rmf3
>        279.768913488        50.1032904353        84.8228687129        78.8117607166             60.2.pdb            60.2.rmf3
>         279.80833277        46.8385223612        87.7068986424         78.010815021             63.2.pdb            63.2.rmf3
>        279.831592537        56.1227589443         79.506481404        72.5510384764             67.2.pdb            67.2.rmf3
>          279.8423978        31.6883751605         95.822658953        79.2688880979             69.2.pdb            69.2.rmf3
>        279.844411934        49.3011385197         80.853935383        86.9415131862             70.2.pdb            70.2.rmf3
>        279.854885646        41.0154056772        91.1940113242        78.7422607598             72.2.pdb            72.2.rmf3
>        279.855384155        30.1777775031        98.4048461447        77.3065324736             73.2.pdb            73.2.rmf3
>        279.900266763        54.4644451318        81.4804180879        73.2331132464             83.2.pdb            83.2.rmf3
>        279.913948317        38.9218845208        95.6164170014        79.3506110475             84.2.pdb            84.2.rmf3
>        279.917476791        45.0571415404        92.5627183067        75.2603143607             85.2.pdb            85.2.rmf3
>        279.922923753        27.6787980595         102.48831776        79.2547374547             86.2.pdb            86.2.rmf3
>        280.062538521        42.8735139432        80.0119451788        88.9692885527            100.2.pdb           100.2.rmf3
>        280.096820798        36.4123272633        96.1025186464        83.7487160778            104.2.pdb           104.2.rmf3
>        280.111885677        39.4046618948        91.0339306703        84.8413252563            107.2.pdb           107.2.rmf3
>        280.135428009         34.342369449         94.788615613         86.051565022            111.2.pdb           111.2.rmf3
>        280.140315719        47.7575972607        81.1161772893        80.5576573039            112.2.pdb           112.2.rmf3
>         280.15680822        62.3442476572        78.1853899718        76.0677808138            115.2.pdb           115.2.rmf3
>        280.170411397        47.3220479687        80.7548300162        80.3864461187            118.2.pdb           118.2.rmf3
>        280.198169209        36.9220413497        88.8508735739        83.3893442979            123.2.pdb           123.2.rmf3
>        280.208027317        36.1708263192        94.1618793719        77.5987190785            125.2.pdb           125.2.rmf3
>        280.235054886        28.7946573472        98.0277528302        82.0669482716            128.2.pdb           128.2.rmf3
>        280.240444928        41.9686131676        91.7815778419        74.6791837357            129.2.pdb           129.2.rmf3
>        280.274681614        44.9180602254        77.2365855313        87.5733555838            133.2.pdb           133.2.rmf3
>        280.275958919        50.2285782755        82.9169961397        82.3585534076            134.2.pdb           134.2.rmf3
>        280.277364534        53.0523905278        86.2165632366        75.4324561459            135.2.pdb           135.2.rmf3
>        280.303935058        44.2596705015        87.0893963873         79.008843893            138.2.pdb           138.2.rmf3
>        280.336983774         34.914836172        89.3346918673        80.2057395795            143.2.pdb           143.2.rmf3
>        280.341765665        32.5240485365        97.2655204894        81.2029311005            144.2.pdb           144.2.rmf3
>        280.387412641        45.3114376944        92.7156533415        73.7079985446            150.2.pdb           150.2.rmf3
>        280.393760782        39.8374366732        85.2739214364          81.82594262            152.2.pdb           152.2.rmf3
>        280.412966585        47.5616420318        85.6555265779         76.089250664            156.2.pdb           156.2.rmf3
>        280.423892155        42.5863439265         93.427294656        79.0354200287            157.2.pdb           157.2.rmf3
>        280.458788391        36.5268417307        95.1920907244        79.0546320396            160.2.pdb           160.2.rmf3
>        280.466428204        30.3220161616        101.790963068        78.5989280195            163.2.pdb           163.2.rmf3
>        280.467767292        35.1745506371         89.288124815        87.9219358708            164.2.pdb           164.2.rmf3
>        280.473801501        53.9796066777        76.2978362012        84.4591522804            165.2.pdb           165.2.rmf3
>        280.486509588        39.7645612015        94.6113233972        76.7563631098            168.2.pdb           168.2.rmf3
>        280.513809537        42.1790377619        85.5648463652        82.1607757694            171.2.pdb           171.2.rmf3
>        280.522522234        46.6653947003        90.9217690902        76.6879434128            173.2.pdb           173.2.rmf3
>        280.528776125        48.0264455722        82.3592986262         80.962026515            174.2.pdb           174.2.rmf3
>        280.529923265        37.7539921775        89.8861724861        85.4759533059            175.2.pdb           175.2.rmf3
>        280.564405947        46.8230986936        78.4451345019        87.1437094235            178.2.pdb           178.2.rmf3
>        280.574744232        46.9847783593        76.8493748452        85.5212491769            182.2.pdb           182.2.rmf3
>        280.585874943        39.9276410187        98.8624283005          67.71641719            185.2.pdb           185.2.rmf3
>        280.591340672        32.5481504911        95.6022026335        82.1162892821            187.2.pdb           187.2.rmf3
>        280.602793152        40.7163287659        84.2441400771        86.0360249299            190.2.pdb           190.2.rmf3
>        280.651453547        32.4477302273        100.815850899        78.7583171267            196.2.pdb           196.2.rmf3
>        280.681356376        57.9831813925        73.6858047113        84.5103519027            203.2.pdb           203.2.rmf3
>        280.683326588        35.1853640069        97.9281918637        81.0596630139            204.2.pdb           204.2.rmf3
>        280.700930325        55.3362781068        83.7406072881        76.7211031761            210.2.pdb           210.2.rmf3
>        280.702544043        42.2952147561         94.361896936        79.9615537149            211.2.pdb           211.2.rmf3
>        280.707881412        31.0657188158        100.797560228        79.0782830227            212.2.pdb           212.2.rmf3
>        280.732059586         42.903845459        90.7027297558        74.4573859145            216.2.pdb           216.2.rmf3
>        280.790244905        35.0096770526        99.7638511873        82.0195757942            228.2.pdb           228.2.rmf3
>        280.797148921        40.4856980106        94.1695792581        71.0744957035            229.2.pdb           229.2.rmf3
>        280.834669902        44.5443114355         85.116685331        85.1782342351            238.2.pdb           238.2.rmf3
>        280.860596089        47.6377440052        87.1969120972        76.4032074365            243.2.pdb           243.2.rmf3
>        280.906757322        38.2284006204        87.1822587114        88.0207917168            248.2.pdb           248.2.rmf3
>        280.932085904        50.8259493009        77.9152097888        88.6541937184            251.2.pdb           251.2.rmf3
>        280.978525394        45.1050188517        83.7102327897        79.8500868052            256.2.pdb           256.2.rmf3
>        280.996643497        50.7796049479        79.5944328544         82.665239153            258.2.pdb           258.2.rmf3
>         281.00871131        49.0841972246        82.3555920783        77.2726905073            261.2.pdb           261.2.rmf3
>        281.020698316        36.8101694602        83.9949131538        80.7017183191            265.2.pdb           265.2.rmf3
>        281.039215712        35.8183563413        95.1282383387        80.5397660453            270.2.pdb           270.2.rmf3
>        281.061186226        49.0083932356        84.8879779986        79.0351419771            271.2.pdb           271.2.rmf3
>         281.06149235        28.5162952073        87.4512327934        91.0021387771            272.2.pdb           272.2.rmf3
>        281.097921384        33.0177959483        106.205054959        73.6219414167            279.2.pdb           279.2.rmf3
>        281.113100196        52.1855733281        81.3563251104        80.6084527635            283.2.pdb           283.2.rmf3
>        281.156916108        25.4312579436        100.055732379        84.1599276998            290.2.pdb           290.2.rmf3
>         281.19894166        32.3366923621         99.612482906        78.5846655856            300.2.pdb           300.2.rmf3
>        281.205157818        49.7262757428        84.2270715895        79.8465315487            305.2.pdb           305.2.rmf3
>        281.207709565        50.1951820643        89.9811762582        75.1311896011            306.2.pdb           306.2.rmf3
>        281.209518311        39.5857560352        100.134552034        72.5163302115            307.2.pdb           307.2.rmf3
>        281.285229944        42.5183906851        93.5731177909        80.1056655555            317.2.pdb           317.2.rmf3
>        281.322790838        40.7084889654        91.8926164013        82.0035835769            323.2.pdb           323.2.rmf3
>        281.343215374        28.6386753047        100.950860064        83.2686726518            326.2.pdb           326.2.rmf3
>        281.386885487         47.148139284        88.8814006185        79.5969463732            332.2.pdb           332.2.rmf3
>        281.403109603        36.1978376101         101.88010521        79.2143113487            335.2.pdb           335.2.rmf3
>        281.490856291        46.3843688524        93.2427965479        73.8098954896            347.2.pdb           347.2.rmf3
>        281.495307536        37.3522388462        99.4585981709        78.2440505014            348.2.pdb           348.2.rmf3
>        281.502048289        39.6274667665        98.0065137108        79.1817708244            350.2.pdb           350.2.rmf3
>        281.511161646        42.8970993266        89.2433851087        80.5512003681            354.2.pdb           354.2.rmf3
>        281.524655204        47.0457315117        94.6720846513        73.0024521792            357.2.pdb           357.2.rmf3
>        281.535619452        36.9405709943        90.2687162335         85.230282203            360.2.pdb           360.2.rmf3
>         281.57817898        43.0747286541        92.2429746821         76.556801611            368.2.pdb           368.2.rmf3
>        281.586550036        35.4070707512        102.360274911        72.7510804197            369.2.pdb           369.2.rmf3
>          281.5985148         46.409973236        80.1595199651        85.1896064357            374.2.pdb           374.2.rmf3
>        281.624123744        47.5161645966        82.4160782083        82.1390786004            383.2.pdb           383.2.rmf3
>        281.631893174        50.6373515175        94.4047359564        66.1373102722            385.2.pdb           385.2.rmf3
>        281.653478205        49.2534473469        89.3613808798        81.6366997244            390.2.pdb           390.2.rmf3
>        281.709216731        39.6193693352        89.5191088388        85.1207630613            398.2.pdb           398.2.rmf3
>        281.751238532         42.756038621        92.7443499901         80.061269717            407.2.pdb           407.2.rmf3
>        281.807114031         37.128711003        104.916007041        74.9121814767            418.2.pdb           418.2.rmf3
>        281.810052263         57.808804401        87.2602144498         71.642126339            419.2.pdb           419.2.rmf3
>        281.810778998        55.5283549669        88.4031470567        78.2191379391            420.2.pdb           420.2.rmf3
>        281.815411291        55.0930319373        81.3011953395        78.7915605775            421.2.pdb           421.2.rmf3
>        281.832209135        35.8380673066        100.806570426        81.8848930313            425.2.pdb           425.2.rmf3
>        281.850375349        36.8893039149        91.1319118645        88.7930130753            426.2.pdb           426.2.rmf3
>        281.882012062        34.9834079812        100.029562608        75.7595114999            431.2.pdb           431.2.rmf3
>        281.899379945        49.5710716764         84.883363301        76.3923516976            434.2.pdb           434.2.rmf3
>        281.918432408        38.3097343453        106.431469069        71.7156988144            439.2.pdb           439.2.rmf3
>        281.938095326        43.9106424342        95.6852525275         77.473727847            443.2.pdb           443.2.rmf3
>        281.941679754        52.5712470829        93.5424399391        69.6406078217            445.2.pdb           445.2.rmf3
>        281.950595318        41.6353063641        94.9620213828        75.7273519079            446.2.pdb           446.2.rmf3
>        281.961741448        61.1052304413        90.6539195905        66.5174650687            447.2.pdb           447.2.rmf3
>        281.983040617        28.3601650686        101.238644025        81.1758239515            453.2.pdb           453.2.rmf3
>         281.98618827         27.103957348        100.952922369        83.5757474326            455.2.pdb           455.2.rmf3
>        281.993874949         30.621903693        103.526903266        78.8166145979            457.2.pdb           457.2.rmf3
>        281.994944468        34.2764244468        88.6915946178        91.9769311959            458.2.pdb           458.2.rmf3
>         282.00412274        55.3347481151        84.5800082476        72.3460387682            460.2.pdb           460.2.rmf3
>         282.01375358        45.2727013944        95.9603535625        72.9463846698            462.2.pdb           462.2.rmf3
>         282.02408065        39.5718033124        99.3083813705        74.1743632473            464.2.pdb           464.2.rmf3
>        282.025009627        41.7481773948        91.1584276103         76.234597064            465.2.pdb           465.2.rmf3
>        282.052009795         41.163416454        97.7673512655        72.4598408394            470.2.pdb           470.2.rmf3
>        282.186897762        46.3563003636        89.2772401837        77.8761239396            489.2.pdb           489.2.rmf3
>        282.193744912        35.8286283206        100.253913873        74.2984942428            491.2.pdb           491.2.rmf3
>        282.195217866        41.9543973255        92.2006612261        81.0907250704            492.2.pdb           492.2.rmf3
>        282.208306257        30.1831636992        104.239917079        79.0733156874            495.2.pdb           495.2.rmf3
>        282.264930672        37.5543098029        100.868574648        79.2450579859            504.2.pdb           504.2.rmf3
>        282.299526562        32.1661762244        99.0076120828        80.2473393943            507.2.pdb           507.2.rmf3
>        282.313278711        48.9054092901        93.4177680424        75.4363120465            510.2.pdb           510.2.rmf3
>        282.332066156        41.0930086211         89.722768025        77.5920457679            514.2.pdb           514.2.rmf3
>        282.354367841        48.1932855194        85.9375530901        77.8493959594            517.2.pdb           517.2.rmf3
>        282.369079031        29.5394397182        99.1589615805        84.3032871753            521.2.pdb           521.2.rmf3
>        282.378029728         47.477462497        81.5181569145        82.1542056793            524.2.pdb           524.2.rmf3
>        282.381018828        29.3547713947        106.696606511         81.162132011            525.2.pdb           525.2.rmf3
>        282.381403276        34.2651407408         98.915491258        79.5388811507            526.2.pdb           526.2.rmf3
>        282.392325645        43.6747972661        89.9175815182        86.2411890264            527.2.pdb           527.2.rmf3
>        282.400656841         36.782732956        97.2869469096        78.3650094121            529.2.pdb           529.2.rmf3
>        282.438376501        47.9231281892         89.937150343        78.1886298786            533.2.pdb           533.2.rmf3
>        282.440982373        41.3716254375        89.0322085492        74.5565469504            535.2.pdb           535.2.rmf3
>        282.477576902        40.0033003825          85.35522979        89.4064977275            541.2.pdb           541.2.rmf3
>        282.518107199        33.7049306891         96.758267446        81.0992391148            551.2.pdb           551.2.rmf3
>        282.521603672        40.9759040786        92.4934464953        83.4168625632            553.2.pdb           553.2.rmf3
>        282.551895209        41.8461544785        93.2426759833        78.0653351992            559.2.pdb           559.2.rmf3
>        282.571188014        57.1099536993        74.7399779948        83.1648498678            562.2.pdb           562.2.rmf3
>        282.572476521        52.1671298145        77.5176755241        84.7704710145            563.2.pdb           563.2.rmf3
>        282.576172195        37.3926043537        95.3772300461        81.0251907474            565.2.pdb           565.2.rmf3
>        282.602911814        44.7947355063        91.9340330878        79.0788596241            570.2.pdb           570.2.rmf3
>        282.603566337        36.2088692119        102.379480929        79.8714096999            571.2.pdb           571.2.rmf3
>        282.612992296         36.636104343        92.3097110974        82.4896815633            573.2.pdb           573.2.rmf3
>        282.642346119        33.5255511023         92.091191493        77.0611930017            579.2.pdb           579.2.rmf3
>        282.645617428        42.4156776191         98.013436577        82.2460870505            580.2.pdb           580.2.rmf3
>        282.666388136        41.5180492138        84.9801137211        80.4926858573            587.2.pdb           587.2.rmf3
>        282.680612949        43.8270492313        90.3031434672        78.1053470003            590.2.pdb           590.2.rmf3
>        282.717513969        42.3620266445        99.1010083958        79.7435554194            600.2.pdb           600.2.rmf3
>        282.809713209        46.4669489814        89.2844629185        79.6806911036            612.2.pdb           612.2.rmf3
>        282.895097642        32.2113653717         105.93910561        75.8098209119            630.2.pdb           630.2.rmf3
>        282.944128586        55.8254101289         86.788147299        74.7597890683            636.2.pdb           636.2.rmf3
>        282.945234826        28.9475562039         98.303277028        85.6009480864            637.2.pdb           637.2.rmf3
>        282.951205919        41.4369799266        95.9020289098        79.4484465643            639.2.pdb           639.2.rmf3
>        282.996355113        46.2370274159        86.7977093025         77.587585291            647.2.pdb           647.2.rmf3
>        283.015077427        44.1948796035        96.5917842614        78.6212994016            654.2.pdb           654.2.rmf3
>        283.072488583        32.8367839427        100.129464486        73.6746009001            663.2.pdb           663.2.rmf3
>        283.079702195        56.9962101907        79.7366763563        74.9756663114            664.2.pdb           664.2.rmf3
>        283.083857423        45.9080973619        95.1078417956        72.3794968312            665.2.pdb           665.2.rmf3
>        283.084466571        56.3921934482        85.1834078984        75.9367526132            666.2.pdb           666.2.rmf3
>        283.090279396        62.2689517318        76.6727167713        77.9625434029            667.2.pdb           667.2.rmf3
>         283.11284334        28.8735987415        97.8080399325        79.5019089834            671.2.pdb           671.2.rmf3
>        283.116838052        43.4440781371        90.0737859623        81.5049999977            672.2.pdb           672.2.rmf3
>         283.15396458        34.6528331003         96.759262178        83.7316165325            678.2.pdb           678.2.rmf3
>        283.193349785         38.704434612        92.3794812684        82.6596412869              2.3.pdb             2.3.rmf3
>        283.209197181        43.9758519513        91.8294710401        79.5153272753              3.3.pdb             3.3.rmf3
>          283.2153429        35.4857758754        93.3085656921        82.1593350907              5.3.pdb             5.3.rmf3
>        283.237008891        43.5312054917        90.8606361599        83.7154211383              8.3.pdb             8.3.rmf3
>        283.237549644        27.7816365466        103.330764161        80.2988718262              9.3.pdb             9.3.rmf3
>        283.244555136        38.8131344551        93.0330585373        85.0587455345             12.3.pdb            12.3.rmf3
>        283.267008435        30.7573424559        93.8794313982        83.9016992372             17.3.pdb            17.3.rmf3
>        283.308913971         40.159433394         89.811179957        81.8321388953             28.3.pdb            28.3.rmf3
>        283.325945571        44.5636411876          99.05221879        68.0312614127             30.3.pdb            30.3.rmf3
>        283.381463164        42.9490436596        86.2994734564        83.3951714464             37.3.pdb            37.3.rmf3
>        283.393000216        44.7807205379         79.254075536        93.6641756753             39.3.pdb            39.3.rmf3
>        283.396891859        41.0731172337        97.9384181016        77.0152195635             41.3.pdb            41.3.rmf3
>        283.409669984        48.2377916081        94.4340482469        76.2826680121             44.3.pdb            44.3.rmf3
>        283.441514755        28.1714200927        93.4367292951        86.1346052602             54.3.pdb            54.3.rmf3
>        283.481015573        44.4620324984        79.0367867623        94.1904692751             62.3.pdb            62.3.rmf3
>        283.494984925        48.1155468766        97.2002247722        70.8574467414             65.3.pdb            65.3.rmf3
>         283.50394632        34.0601471522        92.1903083529        87.6561217455             69.3.pdb            69.3.rmf3
>        283.506774709        48.7477849202        80.3843968938        83.4824512087             71.3.pdb            71.3.rmf3
>         283.50993843        33.6101164987        97.4607253334        84.2937380892             72.3.pdb            72.3.rmf3
>        283.584110495        43.4094828159        95.3356204816        74.4881141774             91.3.pdb            91.3.rmf3
>        283.632101008        39.8913492935        102.577726686        78.1136824608            103.3.pdb           103.3.rmf3
>        283.660809763        47.7773606762        87.0964746566        77.7035619189            109.3.pdb           109.3.rmf3
>        283.713584742        43.2408044781        90.3259006232        80.6301441346            121.3.pdb           121.3.rmf3
>        283.742463261        46.3402696582         95.511309217        73.2757520189            127.3.pdb           127.3.rmf3
>        283.792180934        46.5226740272        88.6531899657        80.9623011542            142.3.pdb           142.3.rmf3
>        283.815200271        29.6330193642        100.681478751        81.2945013731            150.3.pdb           150.3.rmf3
>        283.819957406        43.2597218853        94.5560649926        72.2787381454            152.3.pdb           152.3.rmf3
>        283.841709642        44.9386742237        90.0191033205         81.092511231            155.3.pdb           155.3.rmf3
>        283.920247549        39.3332960871        88.4939495518        82.0217900263            167.3.pdb           167.3.rmf3
>        283.942645114        43.4270257913        94.7916949102        78.4445183577            170.3.pdb           170.3.rmf3
>         283.94330282        27.3221599072        105.997706024        79.9148623893            171.3.pdb           171.3.rmf3
>          283.9477902        43.0965534584        95.3868869846        76.8762079597            172.3.pdb           172.3.rmf3
>        283.952154075        30.3129719125        105.730153936        79.4209147684            173.3.pdb           173.3.rmf3
>        284.120607684        38.5993053679        89.8906746396        85.9780940258            196.3.pdb           196.3.rmf3
>        284.168229319        40.7255128551        88.2641341376        81.5561340906            210.3.pdb           210.3.rmf3
>        284.200161007         49.685420301        85.6115870673        80.2013479749            216.3.pdb           216.3.rmf3
>        284.270453331        41.9514260752        97.0590799632        75.9554616185            230.3.pdb           230.3.rmf3
>        284.319625397        56.5943059371        84.2144752522        77.6410069413            238.3.pdb           238.3.rmf3
>        284.342041082        37.9442545863        89.6214679488        88.0332488047            240.3.pdb           240.3.rmf3
>        284.343060047        31.8381365515        98.3115790451        78.6153192112            241.3.pdb           241.3.rmf3
>        284.343162239        46.0384538156         84.120896798        81.7233048154            242.3.pdb           242.3.rmf3
>         284.38161801        39.2510195838        96.8504750839        81.5893284171            250.3.pdb           250.3.rmf3
>        284.387534343        40.5703116869        90.1312320515        84.8305159812            253.3.pdb           253.3.rmf3
>        284.392044661        45.4557627186        92.6247250796        76.7922160843            254.3.pdb           254.3.rmf3
>        284.421884667        41.7678318813        92.4634944843        76.2792311512            258.3.pdb           258.3.rmf3
>        284.517846757        48.4509805789        77.6581301957        89.1924116108            269.3.pdb           269.3.rmf3
>        284.522768305        62.1717861533        78.6791452533         78.822724374            270.3.pdb           270.3.rmf3
>        284.537704376        34.7530665773        89.1873108096        78.7741728388            274.3.pdb           274.3.rmf3
>          284.5539988        36.5867903741        95.2523505667         85.472519509            277.3.pdb           277.3.rmf3
>        284.556927973        39.9888492143        89.1366847083        83.9219908733            278.3.pdb           278.3.rmf3
>        284.560103017        45.5145241681        77.6252502673        92.2234328727            280.3.pdb           280.3.rmf3
>        284.568300048        51.6603836718        88.4943134633        76.7945303006            281.3.pdb           281.3.rmf3
>        284.634857928         47.310953892        85.7616994277        84.2972134208            295.3.pdb           295.3.rmf3
>        284.636648729        56.4361928226        82.2242379623        76.7174385748            297.3.pdb           297.3.rmf3
>        284.668667545        36.9839504434        99.1865024745        79.3089016565            301.3.pdb           301.3.rmf3
>         284.68980722         50.059482043        80.6145347226        85.8028786535            305.3.pdb           305.3.rmf3
>        284.713693528         33.791859962        99.2662356258        81.1448026366            307.3.pdb           307.3.rmf3
